2.5 0.794311 -0.794272 3 1 0
2.51263 0.795034 -0.795034 3 1 0
2.53119 0.795818 -0.795818 3 1 0
2.55784 0.794268 -0.794268 3 1 0
2.58496 0.795608 -0.795608 3 1 0
2.60944 0.796195 -0.796195 3 1 0
2.63075 0.794969 -0.794969 3 1 0
2.63872 0.795993 -0.795993 4 1 0
2.65477 0.797616 -0.797616 4 1 0
2.66906 0.79539 -0.79539 4 1 0
2.68205 0.796441 -0.796441 4 1 0
2.69461 0.796206 -0.796206 4 1 0
2.70707 0.797009 -0.797009 4 1 0
2.71956 0.79594 -0.795941 4 1 0
2.73209 0.795286 -0.795286 4 1 0
2.74465 0.796077 -0.796073 4 1 0
2.7572 0.793002 -0.793009 4 1 0
2.76971 0.796151 -0.796151 4 1 0
2.78213 0.786884 -0.786949 4 1 0
2.79444 0.795399 -0.795393 4 1 0
2.8066 0.786883 -0.786947 4 1 0
2.5 0.794311 -0.794272 3 1 0
2.48719 0.79331 -0.79331 3 1 0
2.46773 0.791398 -0.791398 3 1 0
2.43833 0.794982 -0.794982 3 1 0
2.40627 0.793381 -0.793381 3 1 0
2.37493 0.795243 -0.795243 3 1 0
2.34547 0.795226 -0.795226 3 1 0
2.31877 0.79296 -0.79296 3 1 0
2.29561 0.795128 -0.795128 3 1 0
2.27652 0.792748 -0.792748 3 1 0
2.26154 0.794845 -0.794845 3 1 0
2.25029 0.792141 -0.792141 3 1 0
2.2421 0.794466 -0.794466 3 1 0
2.23626 0.792363 -0.792363 3 1 0
2.23215 0.793694 -0.793694 3 1 0
2.22927 0.793842 -0.793842 3 1 0
2.22728 0.792217 -0.792217 3 1 0
2.22708 0.792714 -0.792714 4 1 0
2.22577 0.792897 -0.792897 4 1 0
2.22488 0.790075 -0.790075 4 1 0
2.22429 0.792605 -0.792605 4 1 0
2.22392 0.791293 -0.791293 4 1 0
2.22373 0.790163 -0.790163 4 1 0
2.22366 0.789825 -0.789825 4 1 0
2.22372 0.791264 -0.791264 4 1 0
2.22385 0.78857 -0.78857 4 1 0
2.22404 0.790262 -0.790262 4 1 0
2.22427 0.789659 -0.789659 4 1 0
2.22454 0.787248 -0.787248 4 1 0
2.22484 0.789585 -0.789585 4 1 0
2.22515 0.788876 -0.788876 4 1 0
2.22548 0.786113 -0.786113 4 1 0
2.2258 0.788326 -0.788326 4 1 0
2.22613 0.788394 -0.788394 4 1 0
2.22646 0.784959 -0.784959 4 1 0
2.22677 0.788433 -0.788433 4 1 0
2.22707 0.787378 -0.787377 4 1 0
2.22735 0.784948 -0.784948 4 1 0
2.22762 0.788114 -0.788114 4 1 0
2.22787 0.785322 -0.785322 4 1 0
2.22809 0.78619 -0.78619 4 1 0
2.2283 0.785806 -0.785806 4 1 0
2.22848 0.785209 -0.785209 4 1 0
2.22865 0.787222 -0.787222 4 1 0
2.22879 0.787251 -0.787251 4 1 0
2.22892 0.784557 -0.784562 4 1 0
2.22901 0.786726 -0.786726 4 1 0
2.2291 0.782991 -0.782991 4 1 0
2.22903 0.78747 -0.78747 4 1 0
2.22912 0.784812 -0.784812 4 1 0
2.22911 0.783893 -0.783875 4 1 0
2.22918 0.786744 -0.786743 4 1 0
2.22917 0.787412 -0.787412 4 1 0
2.22923 0.787156 -0.787156 4 1 0
2.22918 0.784472 -0.784481 4 1 0
2.22924 0.786632 -0.786637 4 1 0
2.22927 0.785709 -0.785651 4 1 0
2.2293 0.786234 -0.786265 4 1 0
2.22932 0.787108 -0.787112 4 1 0
2.22932 0.785214 -0.785682 4 1 0
