2 1 0 0.23 0 -2.25229 1.49584 1.49584 1.38715 -2.93732e-09 2.89763e-09 -8.42548e-18 -2.72433e-09 2.68752e-09 -2.25229 1.49584 1.49584 1.38715 -3.83751e-09 3.78565e-09 -1.45137e-17 -3.55924e-09 3.51114e-09 
1 1 0.0193331 0.23 0 -2.24984 1.49425 1.49425 1.38572 -1.18124e-13 3.59434e-14 2.3608e-17 -1.09593e-13 3.106e-14 -2.24984 1.49425 1.49425 1.38572 -1.18124e-13 3.59434e-14 2.3608e-17 -1.09593e-13 3.106e-14 
1 1 0.0386687 0.23 0 -2.2474 1.49266 1.49266 1.38428 1.65228e-15 1.68038e-13 1.4119e-17 1.48295e-15 1.57421e-13 -2.2474 1.49266 1.49266 1.38428 1.65228e-15 1.68038e-13 1.4119e-17 1.48295e-15 1.57421e-13 
1 1 0.0773471 0.23 0 -2.24252 1.4895 1.4895 1.38142 -5.49008e-15 -3.32828e-13 -1.01556e-16 -4.979e-15 -3.37223e-13 -2.24252 1.4895 1.4895 1.38142 -5.49008e-15 -3.32828e-13 -1.01556e-16 -4.979e-15 -3.37223e-13 
1 1 0.154732 0.23 0 -2.23283 1.4832 1.4832 1.37573 4.2856e-14 3.72711e-12 3.38969e-16 3.98496e-14 3.27597e-12 -2.23283 1.4832 1.4832 1.37573 4.2856e-14 3.72711e-12 3.38969e-16 3.98496e-14 3.27597e-12 
1 1 0.251517 0.23 0 -2.22081 1.47538 1.47538 1.36867 -2.19927e-14 1.69751e-11 2.22313e-16 -2.05356e-14 1.51362e-11 -2.22081 1.47538 1.47538 1.36867 -2.19927e-14 1.69751e-11 2.22313e-16 -2.05356e-14 1.51362e-11 
1 1 0.348359 0.23 626.813 -2.20889 1.46764 1.46764 1.36167 1.18317e-13 1.71282e-11 -1.06051e-16 1.09441e-13 1.52243e-11 -2.20889 1.46764 1.46764 1.36167 1.18317e-13 1.71282e-11 -1.06051e-16 1.09441e-13 1.52243e-11 
1 1 0.445256 0.23 440.158 -2.19708 1.45997 1.45997 1.35473 -1.51376e-13 -2.29781e-11 -9.18532e-16 -1.4265e-13 -2.1001e-11 -2.19708 1.45997 1.45997 1.35473 -1.51376e-13 -2.29781e-11 -9.18532e-16 -1.4265e-13 -2.1001e-11 
1 1 0.542209 0.23 365.471 -2.18538 1.45236 1.45236 1.34786 6.21417e-14 7.77419e-12 -2.94115e-18 5.87661e-14 7.04438e-12 -2.18538 1.45236 1.45236 1.34786 6.21417e-14 7.77419e-12 -2.94115e-18 5.87661e-14 7.04438e-12 
1 1 0.639216 0.23 324.099 -2.17377 1.44482 1.44482 1.34104 -1.03732e-13 3.93357e-12 -3.35206e-16 -9.5635e-14 3.89331e-12 -2.17377 1.44482 1.44482 1.34104 -1.03732e-13 3.93357e-12 -3.35206e-16 -9.5635e-14 3.89331e-12 
