2 1 0 2.5 2.5 0 1.07123 1.83946 1.07123 1.83946 0 0 0 0 
1 1 0 2.53412 2.53412 0 1.08128 1.85776 1.08128 1.85776 0.421266 0 0.248202 0 
1 1 0 2.56831 2.56831 0 1.09126 1.87596 1.09126 1.87596 0.413267 0 0.24668 0 
1 1 0 2.63692 2.63692 0 1.11101 1.91206 1.11101 1.91206 0.397814 0 0.243745 0 
1 1 0 2.72307 2.72307 0 1.13533 1.95663 1.13533 1.95663 0.379497 0 0.240268 0 
1 1 0 2.80964 2.80964 0 1.15926 2.00059 1.15926 2.00059 0.36225 0 0.236983 0 
1 1 0 2.89661 2.89661 0 1.18282 2.04397 1.18282 2.04397 0.346031 0 0.233873 0 
1 1 0 2.98395 2.98395 0 1.20603 2.08677 1.20603 2.08677 0.330791 0 0.230919 0 
1 1 0 3.07165 3.07165 0 1.22891 2.12902 1.22891 2.12902 0.316481 0 0.228106 0 
1 1 0 3.15969 3.15969 0 1.25147 2.17073 1.25147 2.17073 0.303056 0 0.225417 0 
1 1 0 3.24806 3.24806 0 1.27373 2.21192 1.27373 2.21192 0.290469 0 0.222836 0 
1 1 0 3.33673 3.33673 0 1.29569 2.25259 1.29569 2.25259 0.278679 0 0.220344 0 
1 1 0 3.4257 3.4257 0 1.31737 2.29277 1.31737 2.29277 0.267653 0 0.217919 0 
1 1 0 3.51495 3.51495 0 1.33878 2.33247 1.33878 2.33247 0.257364 0 0.215533 0 
1 1 0 3.60447 3.60447 0 1.35993 2.37171 1.35993 2.37171 0.247802 0 0.213145 0 
1 1 0 3.69425 3.69425 0 1.38083 2.41048 1.38083 2.41048 0.210689 0 0.238986 0 
1 1 0 3.78427 3.78427 0 1.40149 2.44882 1.40149 2.44882 0.208056 0 0.23098 0 
1 1 0 3.87452 3.87452 0 1.42191 2.48672 1.42191 2.48672 0.205068 0 0.22392 0 
1 1 0 3.965 3.965 0 1.44211 2.52421 1.44211 2.52421 0.201478 0 0.218013 0 
1 1 0 4.0557 4.0557 0 1.46208 2.56129 1.46208 2.56129 0.197117 0 0.213391 0 
1 1 0 4.1466 4.1466 0 1.48185 2.59798 1.48185 2.59798 0.192098 0 0.209909 0 
1 1 0 4.23771 4.23771 0 1.5014 2.63428 1.5014 2.63428 0.186733 0 0.207222 0 
1 1 0 4.329 4.329 0 1.52076 2.6702 1.52076 2.6702 0.181294 0 0.20503 0 
1 1 0 4.42048 4.42048 0 1.53992 2.70576 1.53992 2.70576 0.175937 0 0.203146 0 
1 1 0 4.51214 4.51214 0 1.55889 2.74097 1.55889 2.74097 0.170744 0 0.201467 0 
1 1 0 4.60397 4.60397 0 1.57767 2.77583 1.57767 2.77583 0.165749 0 0.199933 0 
1 1 0 4.69596 4.69596 0 1.59628 2.81035 1.59628 2.81035 0.160965 0 0.198509 0 
1 1 0 4.78811 4.78811 0 1.61471 2.84454 1.61471 2.84454 0.156395 0 0.197174 0 
1 1 0 4.88041 4.88041 0 1.63298 2.87841 1.63298 2.87841 0.152035 0 0.195911 0 
1 1 0 4.97285 4.97285 0 1.65107 2.91196 1.65107 2.91196 0.147877 0 0.194711 0 
1 1 0 5.06544 5.06544 0 1.66901 2.94521 1.66901 2.94521 0.143912 0 0.193567 0 
2 1 0 2.5 2.5 0 1.07123 1.83946 1.07123 1.83946 0.143912 0 0.193567 0 
1 1 0 2.46596 2.46596 0 1.0611 1.82105 1.0611 1.82105 0.437818 0 0.251363 0 
1 1 0 2.432 2.432 0 1.0509 1.80254 1.0509 1.80254 0.446374 0 0.253006 0 
1 1 0 2.36432 2.36432 0 1.03027 1.7652 1.03027 1.7652 0.464051 0 0.256424 0 
1 1 0 2.2802 2.2802 0 1.00401 1.71793 1.00401 1.71793 0.487205 0 0.260966 0 
1 1 0 2.19665 2.19665 0 0.977188 1.66999 0.977188 1.66999 0.511524 0 0.26584 0 
1 1 0 2.11369 2.11369 0 0.949753 1.62135 0.949753 1.62135 0.536968 0 0.271086 0 
1 1 0 2.03137 2.03137 0 0.921641 1.57202 0.921641 1.57202 0.563473 0 0.276748 0 
1 1 0 1.94973 1.94973 0 0.892772 1.522 0.892772 1.522 0.590935 0 0.282879 0 
1 1 0 1.86883 1.86883 0 0.863051 1.4713 0.863051 1.4713 0.619213 0 0.289541 0 
1 1 0 1.78871 1.78871 0 0.832356 1.41993 0.832356 1.41993 0.648119 0 0.296805 0 
1 1 0 1.70944 1.70944 0 0.800533 1.36794 0.800533 1.36794 0.677418 0 0.304752 0 
1 1 0 1.63109 1.63109 0 0.767387 1.31537 0.767387 1.31537 0.706828 0 0.313477 0 
1 1 0 1.55376 1.55376 0 0.732666 1.26231 0.732666 1.26231 0.736029 0 0.323088 0 
1 1 0 1.47756 1.47756 0 0.696042 1.20891 0.696042 1.20891 0.764674 0 0.3337 0 
