0.79971218 5.7087226 7.8615556 0.51581383 0.29193985 -0.7971229 0.85600638 -0.65952629 -0.27138636 0.50029957 0.071631126 
0.79925019 5.7107444 7.8570857 0.51811761 0.29553163 -0.79587638 0.8550216 -0.65744346 -0.27391872 0.50170004 0.074745283 
0.79860002 5.713553 7.8508587 0.52132308 0.30052435 -0.79412901 0.85363156 -0.65452576 -0.27741325 0.50362319 0.079104133 
0.79727656 5.7191477 7.8383913 0.52772558 0.31047979 -0.79059356 0.85078585 -0.6486302 -0.28429142 0.50737458 0.087899655 
0.79454088 5.7302494 7.813405 0.54049474 0.33026907 -0.7833581 0.84483296 -0.6366052 -0.2975997 0.51449406 0.10579235 
0.79137236 5.7424493 7.7855663 0.55462009 0.35205981 -0.77505988 0.83781207 -0.62289584 -0.31167382 0.52179521 0.12611935 
0.78808141 5.754509 7.7576547 0.56866962 0.37363201 -0.76648819 0.83036721 -0.60884392 -0.32498187 0.52844226 0.14688087 
0.78468114 5.7664328 7.7296758 0.58263457 0.39497659 -0.75764138 0.82250184 -0.5944733 -0.33751029 0.53442413 0.16804194 
0.78118449 5.7782249 7.7016335 0.59650648 0.41608521 -0.74851787 0.81421918 -0.57980728 -0.34924722 0.53973073 0.18956798 
0.77760392 5.7898898 7.6735325 0.61027682 0.43694961 -0.73911637 0.80552262 -0.56486934 -0.36018205 0.54435295 0.2114242 
0.77395171 5.8014326 7.6453767 0.62393731 0.45756161 -0.72943574 0.79641539 -0.54968303 -0.37030524 0.54828274 0.23357572 
0.77023971 5.8128576 7.6171689 0.63747936 0.47791308 -0.71947527 0.786901 -0.53427207 -0.37960854 0.55151272 0.25598752 
