0.77395171 5.8014326 7.6453767 0.62393731 0.45756161 -0.72943574 0.79641539 -0.54968303 -0.37030524 0.54828274 0.23357572 
0.77023971 5.8128576 7.6171689 0.63747936 0.47791308 -0.71947527 0.786901 -0.53427207 -0.37960854 0.55151272 0.25598752 
0.76647937 5.8241701 7.5889139 0.6508947 0.49799594 -0.70923442 0.77698284 -0.51866013 -0.38808477 0.55403644 0.27862453 
0.76268172 5.8353753 7.5606141 0.6641748 0.51780206 -0.69871306 0.76666468 -0.50287116 -0.39572775 0.55584836 0.30145171 
0.75885725 5.846478 7.5322723 0.67731136 0.53732347 -0.68791121 0.75595009 -0.48692924 -0.40253258 0.55694377 0.32443392 
0.75501615 5.8574834 7.5038924 0.69029588 0.55655211 -0.67682928 0.74484307 -0.47085851 -0.40849528 0.55731863 0.34753612 
0.75116807 5.8683958 7.4754767 0.70312011 0.57547998 -0.66546804 0.73334759 -0.45468345 -0.41361296 0.55696994 0.37072322 
0.74732214 5.8792205 7.4470277 0.71577567 0.59409899 -0.65382844 0.72146791 -0.43842858 -0.41788387 0.55589545 0.39396027 
0.74348712 5.8899622 7.4185476 0.72825426 0.61240119 -0.64191186 0.70920843 -0.42211866 -0.42130724 0.5540939 0.41721234 
0.73967123 5.9006257 7.390039 0.7405476 0.63037848 -0.62971991 0.69657379 -0.40577859 -0.42388338 0.55156463 0.44044459 
0.73588234 5.9112153 7.3615031 0.75264758 0.64802295 -0.61725456 0.68356889 -0.38943341 -0.42561367 0.54830813 0.46362233 
0.73212785 5.9217353 7.3329425 0.76454598 0.66532648 -0.60451812 0.67019868 -0.37310833 -0.42650056 0.54432571 0.48671094 
0.72841454 5.9321899 7.3043585 0.77623469 0.68228108 -0.59151322 0.65646857 -0.35682869 -0.42654753 0.53961957 0.50967604 
0.72474909 5.942584 7.275753 0.78770578 0.69887882 -0.57824266 0.64238411 -0.34061995 -0.42575926 0.5341928 0.53248328 
0.72113758 5.9529204 7.2471275 0.79895127 0.71511161 -0.56470972 0.62795109 -0.32450756 -0.42414138 0.52804965 0.55509871 
0.71758574 5.9632034 7.218483 0.80996329 0.73097163 -0.55091798 0.61317551 -0.30851716 -0.42170078 0.52119505 0.57748848 
0.71409893 5.9734364 7.1898212 0.82073408 0.7464509 -0.53687125 0.59806383 -0.29267424 -0.41844535 0.51363522 0.59961897 
0.71068227 5.983623 7.1611428 0.83125603 0.76154155 -0.52257371 0.58262259 -0.27700439 -0.41438416 0.50537711 0.62145692 
0.70734036 5.9937663 7.1324492 0.84152162 0.77623582 -0.50802976 0.56685865 -0.26153311 -0.40952742 0.49642894 0.64296949 
0.7040776 6.0038691 7.1037412 0.8515234 0.79052591 -0.49324417 0.55077922 -0.2462858 -0.4038865 0.48679975 0.66412401 
0.70089805 6.0139351 7.0750198 0.8612541 0.80440426 -0.47822195 0.53439164 -0.23128766 -0.39747387 0.47649977 0.68488836 
0.69780558 6.0239663 7.0462856 0.87070656 0.81786323 -0.4629685 0.51770371 -0.21656378 -0.39030319 0.46554017 0.70523083 
0.69480371 6.0339656 7.01754 0.87987381 0.83089536 -0.44748938 0.50072342 -0.20213896 -0.38238931 0.4539333 0.72512019 
0.69189572 6.0439358 6.9887829 0.88874894 0.8434934 -0.4317905 0.48345888 -0.18803772 -0.37374812 0.44169238 0.74452579 
0.68908453 6.0538783 6.9600153 0.89732528 0.85565013 -0.41587818 0.46591866 -0.17428423 -0.36439705 0.42883182 0.76341748 
0.68637311 6.063796 6.9312382 0.90559638 0.86735839 -0.39975876 0.44811165 -0.16090228 -0.3543542 0.41536716 0.78176594 
0.68376404 6.0736909 6.9024515 0.91355592 0.87861139 -0.38343886 0.43004692 -0.14791517 -0.34363896 0.40131485 0.79954237 
0.68125969 6.0835643 6.8736558 0.92119771 0.88940239 -0.36692545 0.41173378 -0.13534573 -0.33227193 0.38669252 0.8167187 
0.67886233 6.0934191 6.8448524 0.92851597 0.89972478 -0.35022578 0.39318189 -0.1232162 -0.3202748 0.37151864 0.83326775 
0.67657399 6.1032557 6.816041 0.93550485 0.90957224 -0.33334723 0.37440103 -0.11154827 -0.30767035 0.35581285 0.84916317 
0.67439657 6.1130767 6.7872224 0.94215894 0.9189387 -0.31629753 0.35540137 -0.10036287 -0.29448247 0.33959571 0.86437947 
0.67233187 6.1228833 6.7583971 0.94847286 0.92781818 -0.29908457 0.3361932 -0.089680277 -0.28073603 0.32288873 0.87889218 
0.67038143 6.1326766 6.7295651 0.95444173 0.93620515 -0.28171644 0.31678715 -0.079519942 -0.26645702 0.3057144 0.89267784 
0.66854668 6.1424575 6.7007275 0.96006072 0.94409418 -0.26420152 0.29719403 -0.069900498 -0.25167236 0.28809619 0.90571398 
0.66682905 6.1522284 6.6718841 0.9653253 0.95148003 -0.24654809 0.27742496 -0.060839713 -0.23640966 0.27005839 0.91797924 
0.66522974 6.1619897 6.6430354 0.97023112 0.95835799 -0.22876507 0.25749102 -0.052354414 -0.220698 0.25162601 0.92945355 
0.66374981 6.171742 6.614182 0.9747743 0.96472341 -0.21086134 0.23740365 -0.044460431 -0.20456699 0.23282494 0.9401179 
0.66239029 6.1814866 6.5853243 0.97895104 0.97057217 -0.19284599 0.21717443 -0.037172578 -0.18804711 0.21368183 0.94995463 
0.66115201 6.1912246 6.5564628 0.98275793 0.97590023 -0.17472818 0.19681515 -0.030504592 -0.17116962 0.19422406 0.95894742 
0.66003585 6.2009563 6.5275974 0.98619181 0.98070407 -0.15651728 0.17633775 -0.024469092 -0.15396644 0.17447965 0.96708125 
