2 1 0 4 4 0 1.1142 1.74365 -0.160821 1.23239 1.1142 1.74365 -0.160821 1.23239 0.614081 0 0.614081 0 1 9.02409e-07 1 -9.02409e-07 
1 1 0 4.01752 4.01752 60.8042 1.11719 1.74953 -0.159065 1.23919 1.11719 1.74953 -0.159065 1.23919 0.521423 0 0.248446 0 0.192224 0.0199345 0.192224 -0.0199345 
1 1 0 4.03506 4.03506 71.4396 1.12018 1.75539 -0.157328 1.24598 1.12018 1.75539 -0.157328 1.24598 0.518318 0 0.247943 0 0.188879 0.016655 0.188879 -0.016655 
1 1 0 4.05261 4.05261 86.7948 1.12317 1.76125 -0.155609 1.25275 1.12317 1.76125 -0.155609 1.25275 0.515232 0 0.247445 0 0.185573 0.0134574 0.185573 -0.0134574 
1 1 0 4.07018 4.07018 110.895 1.12616 1.76709 -0.153907 1.2595 1.12616 1.76709 -0.153907 1.2595 0.512166 0 0.24695 0 0.182305 0.0103403 0.182305 -0.0103403 
1 1 0 4.08775 4.08775 154.162 1.12913 1.77292 -0.152222 1.26623 1.12913 1.77292 -0.152222 1.26623 0.509121 0 0.246459 0 0.179075 0.0073026 0.179075 -0.0073026 
1 1 0 4.10535 4.10535 254.497 1.13211 1.77874 -0.150554 1.27294 1.13211 1.77874 -0.150554 1.27294 0.506095 0 0.245972 0 0.175881 0.00434315 0.175881 -0.00434315 
1 1 0 4.12295 4.12295 742.954 1.13508 1.78455 -0.148903 1.27964 1.13508 1.78455 -0.148903 1.27964 0.503089 0 0.245489 0 0.172721 0.00146075 0.172721 -0.00146075 
1 1 0 4.14057 4.14057 791.839 1.13804 1.79034 -0.147269 1.28631 1.13804 1.79034 -0.147269 1.28631 0.500103 0 0.245009 0 0.169596 0.00134576 0.169596 -0.00134576 
1 1 0 4.1582 4.1582 256.621 1.14101 1.79613 -0.145651 1.29297 1.14101 1.79613 -0.145651 1.29297 0.497137 0 0.244533 0 0.166503 0.00407751 0.166503 -0.00407751 
1 1 0 4.17584 4.17584 152.548 1.14396 1.8019 -0.144049 1.29961 1.14396 1.8019 -0.144049 1.29961 0.49419 0 0.244061 0 0.163441 0.00673565 0.163441 -0.00673565 
1 1 0 4.19349 4.19349 108.249 1.14692 1.80766 -0.142463 1.30624 1.14692 1.80766 -0.142463 1.30624 0.491264 0 0.243593 0 0.16041 0.0093213 0.16041 -0.0093213 
