4 -1 0.11 0.11 141.3 -4.10775 5.94969 3.06048 0.67303 -5.0967 2.02368 -0.48699 0.10192 -3.12098 -4.10812 4.63961 4.29711 2.09676 -2.74835 3.04187 -0.827151 1.44118 -1.44823 
3 -1 0.110142 0.110142 141.265 -4.10745 5.94857 3.05073 0.680502 -5.10248 2.01812 -0.491667 0.102949 -3.12355 -4.10774 4.63252 4.29165 2.09063 -2.74909 3.04917 -0.830098 1.44305 -1.44708 
3 -1 0.110253 0.110253 141.306 -4.10751 5.94902 3.03634 0.68368 -5.11061 2.00998 -0.494164 0.102149 -3.1281 -4.10754 4.62443 4.28141 2.08135 -2.75625 3.05699 -0.834663 1.44377 -1.44918 
4 -1 0.11028 0.11028 141.495 -4.10806 5.95027 3.02102 0.688186 -5.1191 2.00103 -0.49727 0.101606 -3.13301 -4.10766 4.61594 4.26983 2.07105 -2.76656 3.06639 -0.84052 1.44459 -1.45268 
4 -1 0.17 0.17 214 -4.0012 5.07637 5.20172 -3.36081 3.22575 2.67564 -0.736217 -1.74136 1.66896 -4.02565 3.8878 3.78825 2.62618 -0.494634 0.337731 -0.75782 -0.282181 0.0691227 
3 -1 0.170354 0.170354 213.559 -4.00068 5.09484 5.2234 -3.33686 3.19707 2.69457 -0.714818 -1.73361 1.65768 -4.02506 3.87359 3.77226 2.62346 -0.52455 0.368318 -0.758818 -0.270784 0.0572264 
3 -1 0.171198 0.171198 212.148 -3.99926 5.10618 5.23882 -3.32333 3.17744 2.70631 -0.699199 -1.72941 1.64937 -4.0234 3.85726 3.75428 2.61874 -0.552614 0.392807 -0.759936 -0.26161 0.0452501 
3 -1 0.171525 0.171525 211.585 -3.99876 5.11124 5.24582 -3.31771 3.16809 2.71171 -0.692206 -1.72778 1.6454 -4.02281 3.85052 3.7472 2.61675 -0.564487 0.40519 -0.760567 -0.256827 0.0401089 
3 -1 0.172115 0.172115 210.647 -3.99778 5.11948 5.25525 -3.30768 3.15621 2.7194 -0.681859 -1.72409 1.64063 -4.02164 3.83917 3.73493 2.61332 -0.581248 0.422816 -0.761672 -0.249886 0.0335188 
3 -1 0.172964 0.172964 209.298 -3.99628 5.13232 5.26991 -3.29128 3.13694 2.73157 -0.665614 -1.71818 1.63283 -4.01995 3.82334 3.71717 2.60856 -0.606104 0.448464 -0.763087 -0.240083 0.0236196 
3 -1 0.174256 0.174256 207.337 -3.99429 5.15054 5.29297 -3.2697 3.10503 2.74952 -0.6407 -1.71138 1.61919 -4.0173 3.79975 3.69067 2.6011 -0.644669 0.485665 -0.765093 -0.226305 0.00757549 
3 -1 0.17646 0.17646 204.221 -3.99122 5.1764 5.32435 -3.24099 3.06244 2.77337 -0.605211 -1.7013 1.60081 -4.0129 3.76051 3.64785 2.58792 -0.700194 0.540468 -0.769359 -0.205584 -0.0150789 
3 -1 0.178143 0.178143 201.938 -3.98838 5.20097 5.34317 -3.21105 3.03624 2.79183 -0.578806 -1.68782 1.59056 -4.00945 3.72928 3.618 2.57875 -0.735929 0.587065 -0.772642 -0.184379 -0.0259617 
3 -1 0.17893 0.17893 200.914 -3.98737 5.20958 5.35221 -3.20549 3.01971 2.79886 -0.56712 -1.68699 1.58248 -4.00796 3.71069 3.60929 2.57462 -0.751003 0.60783 -0.77425 -0.172243 -0.0278807 
3 -1 0.178974 0.178974 200.857 -3.98724 5.20997 5.35293 -3.20238 3.0212 2.79947 -0.566708 -1.68467 1.58387 -4.0078 3.71324 3.60516 2.57418 -0.752854 0.607288 -0.774204 -0.175157 -0.0313036 
3 -1 0.179056 0.179056 200.753 -3.98711 5.2105 5.35407 -3.20115 3.02031 2.80016 -0.565636 -1.68396 1.58369 -4.00762 3.7128 3.60277 2.57358 -0.755122 0.608243 -0.774335 -0.175684 -0.0330957 
4 -1 0.179029 0.179029 200.778 -3.98716 5.20968 5.35394 -3.20149 3.02127 2.79976 -0.566207 -1.68398 1.58423 -4.00761 3.7143 3.60221 2.57354 -0.755182 0.606268 -0.774157 -0.177448 -0.0340068 
3 -1 0.179314 0.179314 200.413 -3.98677 5.21215 5.35781 -3.19879 3.01604 2.80228 -0.56202 -1.68295 1.58211 -4.00704 3.70964 3.59672 2.57174 -0.76198 0.612057 -0.774734 -0.175836 -0.0373995 
3 -1 0.179444 0.179444 200.237 -3.98657 5.21411 5.35923 -3.19682 3.01363 2.80369 -0.559918 -1.68213 1.5811 -4.0068 3.70662 3.59491 2.57104 -0.764365 0.616071 -0.775046 -0.173788 -0.0378524 
3 -1 0.179116 0.179116 200.625 -3.98694 5.21282 5.35388 -3.19826 3.02026 2.80117 -0.564527 -1.68244 1.58383 -4.00751 3.71057 3.60251 2.57333 -0.755313 0.611529 -0.774437 -0.173343 -0.0321673 
4 -1 0.179147 0.179147 200.586 -3.98689 5.21323 5.35395 -3.19828 3.01967 2.80134 -0.564166 -1.68259 1.58346 -4.00746 3.70939 3.60279 2.57323 -0.755465 0.612605 -0.774504 -0.172285 -0.0315819 
