4 -1 0 0.220405 0.220405 165 -3.80913 6.35627 6.35612 6.23057 6.23058 3.69944 3.50744 2.0953 2.09518 -3.84335 3.63899 3.63899 2.40715 2.8492 2.84926 2.27604 0.601465 0.6015 -3.9642 -5.92343 -5.92333 -5.83188 -5.83207 -0.230028 -0.564432 -2.0996 -2.09964 -3.92433 -2.93949 -2.93949 0.982164 -3.79578 -3.79556 0.789791 -0.890638 -0.890549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4 -1 0 0.22121 0.22121 164.722 -3.80699 6.35379 6.35379 6.22899 6.22899 3.6969 3.50418 2.09306 2.09306 -3.84179 3.63244 3.63244 2.40522 2.84112 2.84112 2.26982 0.598181 0.59818 -3.96318 -5.92474 -5.92474 -5.83105 -5.83106 -0.228977 -0.563157 -2.09727 -2.09727 -3.9221 -2.93178 -2.93178 0.985517 -3.78468 -3.78468 0.790006 -0.889054 -0.889055 0.807956 0 1.91761 0 -0.0452883 0 -0.0163451 0 0.00286761 0 -0.0011997 0 0.000689027 0 -5.96723e-05 9.79959e-05 -5.96723e-05 -9.79959e-05 9.66226e-05 0 3.76984e-17 0 5.51883e-07 0 1.2416e-05 0 3.61035e-16 0 -3.38576e-17 0 2.08539e-18 0 1.94444e-17 0 -4.66426e-19 0 
4 -1 0 0.221123 0.221123 164.79 -3.80706 6.35373 6.35373 6.22933 6.22933 3.6969 3.50427 2.09194 2.09194 -3.84188 3.63282 3.63282 2.4054 2.84189 2.84189 2.27045 0.597292 0.597292 -3.96345 -5.92482 -5.92482 -5.83061 -5.83061 -0.228247 -0.563149 -2.09493 -2.09493 -3.92224 -2.93192 -2.93192 0.985508 -3.78545 -3.78545 0.790161 -0.889319 -0.889319 0.974742 0 3.91119 0 -0.054149 0 0.00232002 0.000668661 0.00232002 -0.000668661 -0.000826773 0.00120671 -0.000826773 -0.00120671 -1.35465e-05 8.99646e-05 -1.35465e-05 -8.99646e-05 9.70015e-05 0 1.21176e-05 0 2.90648e-17 0 3.10364e-06 0 3.21056e-17 0 1.79261e-17 0 -1.23577e-17 0 -2.77413e-17 0 -2.28979e-18 0 
4 -1 0 0.221191 0.221191 164.74 -3.80792 6.35634 6.35634 6.22013 6.22013 3.69709 3.5084 2.0936 2.0936 -3.84178 3.63013 3.63013 2.40412 2.8442 2.8442 2.26957 0.597584 0.597584 -3.96184 -5.92566 -5.92566 -5.83042 -5.83042 -0.227361 -0.563337 -2.09479 -2.09479 -3.9221 -2.93316 -2.93316 0.985556 -3.7841 -3.7841 0.791308 -0.890694 -0.890694 0.987208 0 1.7561 0 -0.0687909 0 0.000981945 0.00149923 0.000981945 -0.00149923 -0.00134797 0.0010688 -0.00134797 -0.0010688 -2.26967e-05 8.56204e-05 -2.26967e-05 -8.56204e-05 9.71846e-05 0 -2.06673e-06 0 8.52802e-18 0 1.27235e-05 0 3.90925e-17 0 -8.72733e-17 0 -7.52545e-17 0 -2.97457e-17 0 -2.03273e-18 0 
4 -1 0 0.223352 0.223352 163.489 -3.80431 6.35517 6.35517 6.22249 6.22249 3.6933 3.50523 2.09603 2.09603 -3.83833 3.6172 3.6172 2.39731 2.83532 2.83532 2.25759 0.595995 0.595995 -3.95768 -5.92976 -5.92976 -5.83507 -5.83507 -0.231704 -0.56789 -2.09681 -2.09681 -3.91766 -2.91902 -2.91902 0.988763 -3.76174 -3.76174 0.79102 -0.883696 -0.883696 1.01623 0 1.27041 0 0.126359 0 0.00176966 0.000934486 0.00176966 -0.000934486 -0.000285496 0.000695277 -0.000285496 -0.000695277 0.000106259 0 1.21372e-05 6.86518e-05 1.21372e-05 -6.86518e-05 -6.99821e-06 0 -1.94948e-16 0 1.52387e-05 0 2.94101e-16 0 -3.61968e-17 0 -6.82317e-18 0 1.38808e-17 0 2.37115e-17 0 
4 -1 0 0.223485 0.223485 163.414 -3.80407 6.35508 6.35508 6.22267 6.22267 3.69307 3.50503 2.09619 2.09619 -3.83812 3.61644 3.61644 2.39688 2.83477 2.83477 2.25689 0.59591 0.59591 -3.95743 -5.92997 -5.92997 -5.83537 -5.83537 -0.231967 -0.56816 -2.097 -2.097 -3.91738 -2.91816 -2.91816 0.988928 -3.76041 -3.76041 0.79099 -0.883229 -0.883229 1.0155 0 1.39833 0 0.140881 0 0.00163138 0.000955754 0.00163138 -0.000955754 -0.000432021 0.000827932 -0.000432021 -0.000827932 -3.67372e-06 8.27914e-05 -3.67372e-06 -8.27914e-05 0.000103985 0 -1.87609e-06 0 -8.56945e-17 0 1.48407e-05 0 1.22437e-16 0 -1.59784e-16 0 4.03441e-17 0 -2.59786e-17 0 -2.6874e-17 0 
4 -1 0 0.2241 0.2241 163.066 -3.80165 6.35718 6.35718 6.23381 6.23381 3.69369 3.49913 2.09473 2.09473 -3.83689 3.60838 3.60838 2.39229 2.82791 2.82791 2.25632 0.59621 0.59621 -3.95672 -5.9286 -5.9286 -5.83654 -5.83654 -0.237916 -0.570519 -2.09139 -2.09139 -3.9165 -2.91524 -2.91524 0.987791 -3.75759 -3.75759 0.792557 -0.880883 -0.880883 1.01557 0 8.3369 0 0.486421 0 0.00460569 0 -0.000376512 0 0.000279925 0.000180264 0.000279925 -0.000180264 -0.000213581 0 0.000103643 0 -7.60948e-05 0 -1.2268e-15 0 1.80119e-06 0 1.43962e-05 0 -3.00818e-16 0 -9.28277e-17 0 -6.68402e-16 0 -1.87655e-17 0 -3.201e-17 0 
4 -1 0 0.225124 0.225124 162.456 -3.80018 6.35716 6.35716 6.23406 6.23406 3.69203 3.49762 2.09645 2.09645 -3.83532 3.60139 3.60139 2.38849 2.8231 2.8231 2.25087 0.594604 0.594604 -3.9546 -5.93082 -5.93082 -5.83846 -5.83846 -0.239455 -0.572597 -2.08806 -2.08806 -3.91439 -2.90607 -2.90607 0.989099 -3.74707 -3.74707 0.793028 -0.877531 -0.877531 1.00817 0 11.1534 0 0.696518 0 0.00419028 0 -0.000520744 0 0.000279638 0.000190691 0.000279638 -0.000190691 -0.000148813 0 -9.32261e-05 0 0.000106819 0 -7.06492e-16 0 2.28818e-06 0 1.46381e-05 0 5.22759e-16 0 1.49522e-16 0 -9.0441e-17 0 -2.85415e-18 0 3.8169e-17 0 
4 -1 0 0.22529 0.22529 162.356 -3.79999 6.35716 6.35716 6.23403 6.23403 3.69174 3.4974 2.09665 2.09665 -3.83508 3.60017 3.60017 2.38777 2.8224 2.8224 2.25004 0.594221 0.594221 -3.95423 -5.93124 -5.93124 -5.83874 -5.83874 -0.239535 -0.572858 -2.08724 -2.08724 -3.91404 -2.90426 -2.90426 0.989288 -3.74534 -3.74534 0.793181 -0.876954 -0.876954 1.01016 0 11.7088 0 0.627432 0 0.0041566 0 -0.000512243 0 0.000280145 0.000195381 0.000280145 -0.000195381 -0.000157576 0 -8.88047e-05 0 0.00010727 0 -8.85934e-16 0 2.32749e-06 0 1.46574e-05 0 -1.10833e-16 0 3.61454e-17 0 2.00231e-16 0 2.98639e-17 0 2.04147e-17 0 
3 -1 0 0.225756 0.225756 162.102 -3.79916 6.35904 6.35904 6.22917 6.22917 3.6906 3.50071 2.09393 2.09393 -3.8343 3.59649 3.59649 2.38646 2.81961 2.81961 2.24802 0.590679 0.59068 -3.95301 -5.92842 -5.92842 -5.83917 -5.83917 -0.234959 -0.5767 -2.08782 -2.08782 -3.91261 -2.90035 -2.90035 0.989804 -3.74091 -3.74091 0.793369 -0.875354 -0.875354 0.99281 0 0.58157 0 -0.0727178 0 0.0016128 0.00154139 0.0016128 -0.00154139 -0.000170922 0.0010251 -0.000170922 -0.0010251 -2.87173e-05 8.00002e-05 -2.87173e-05 -8.00002e-05 0.00010958 0 1.54639e-05 0 -2.42944e-06 0 -1.30695e-16 0 9.28448e-17 0 2.44979e-17 0 3.72249e-17 0 -1.22616e-17 0 -5.32633e-19 0 
