4 -1 4.43763 4.43763 18.454 1.39569 0.898551 0.708691 -7.67887 -0.89855 -0.731866 1.00085 0 39368 0 0.0010585 0 
4 -1 4.46083 4.46083 18.8598 1.39943 0.901401 0.712625 -7.68261 -0.901402 -0.747099 1.00107 0 200338 0 0.000612296 0 
4 -1 4.48594 4.48594 19.2558 1.40274 0.90422 0.71607 -7.68593 -0.90422 -0.761681 1.00085 0 1.04392e+06 0 0.000380688 0 
4 -1 4.51262 4.51262 19.6451 1.40582 0.906762 0.719174 -7.68901 -0.906763 -0.775305 1.00058 0 -2.72581e+06 0 0.000245057 0 
4 -1 4.5406 4.5406 20.0299 1.40881 0.909215 0.721886 -7.692 -0.909215 -0.787824 1.00054 0 -2.58235e+06 0 0.000164689 0 
4 -1 4.5697 4.5697 20.4116 1.41175 0.911459 0.724309 -7.69493 -0.911458 -0.799952 1.00051 0 -2.89581e+06 0 0.000113115 0 
4 -1 4.59976 4.59976 20.7911 1.41415 0.913795 0.726649 -7.69733 -0.913794 -0.810949 1.00049 0 -3.17516e+06 0 7.86066e-05 0 
4 -1 4.63068 4.63068 21.1691 1.417 0.915871 0.728624 -7.70018 -0.915873 -0.821232 1.00047 0 -3.5966e+06 0 5.5403e-05 0 
4 -1 4.66236 4.66236 21.5459 1.41981 0.918121 0.730408 -7.70299 -0.918122 -0.831103 1.00046 0 -4.03837e+06 0 3.93654e-05 0 
4 -1 4.69473 4.69473 21.922 1.42233 0.9201 0.732194 -7.70552 -0.920098 -0.839889 1.00047 0 -3.87009e+06 0 2.75805e-05 0 
4 -1 4.72772 4.72772 22.2975 1.42492 0.922078 0.733686 -7.70811 -0.92208 -0.848516 1.00047 0 -4.27547e+06 0 1.97243e-05 0 
4 -1 4.76128 4.76128 22.6728 1.42741 0.924075 0.735048 -7.7106 -0.924076 -0.856454 1.00047 0 -4.68709e+06 0 1.41415e-05 0 
4 -1 4.79538 4.79538 23.048 1.43044 0.925766 0.73658 -7.71362 -0.925771 -0.863711 1.0005 0 -4.23589e+06 0 9.62326e-06 0 
4 -1 4.82996 4.82996 23.4233 1.43278 0.927628 0.737786 -7.71596 -0.927625 -0.870595 1.0005 0 -4.59309e+06 0 6.85846e-06 0 
4 -1 4.86501 4.86501 23.7989 1.43501 0.929378 0.738905 -7.71818 -0.929378 -0.877185 1.00051 0 -4.97446e+06 0 4.89598e-06 0 
4 -1 4.90048 4.90048 24.1748 1.43793 0.931003 0.739648 -7.72111 -0.931003 -0.883018 1.00051 0 -5.31389e+06 0 3.3596e-06 0 
4 -1 4.93636 4.93636 24.5512 1.44005 0.932529 0.740578 -7.72323 -0.932531 -0.888887 1.00051 0 -5.75996e+06 0 2.36705e-06 0 
4 -1 4.97262 4.97262 24.9282 1.44205 0.933891 0.741449 -7.72523 -0.933896 -0.894068 1.00052 0 -6.21906e+06 0 1.66606e-06 0 
4 -1 5.00925 5.00925 25.306 1.44396 0.935468 0.742224 -7.72712 -0.935415 -0.899106 1.00031 0 -2.86023e+06 0 -4.68024e-06 0 
