# Y-nullcline
-0.000182252 0.317659 2 
-0.00618219 0.317474 2 

0.00603577 0.317474 2 
-0.000182252 0.317659 2 

-0.0205923 0.316949 2 
-0.0410023 0.314757 2 

-0.00618219 0.317474 2 
-0.0205923 0.316949 2 

0.00603577 0.317474 2 
0.0202278 0.316975 2 

0.0406378 0.314808 2 
0.0202278 0.316975 2 

0.0610478 0.311231 2 
0.0406378 0.314808 2 

0.0814578 0.306303 2 
0.0610478 0.311231 2 

0.101868 0.300111 2 
0.0814578 0.306303 2 

0.111281 0.296702 2 
0.101868 0.300111 2 

0.111281 0.296702 2 
0.122278 0.291987 2 

0.142688 0.282031 2 
0.122278 0.291987 2 

0.154011 0.27593 2 
0.142688 0.282031 2 

0.154011 0.27593 2 
0.163098 0.270092 2 

0.183508 0.256107 2 
0.163098 0.270092 2 

0.184816 0.255158 2 
0.183508 0.256107 2 

0.184816 0.255158 2 
0.203918 0.238654 2 

0.208752 0.234386 2 
0.203918 0.238654 2 

0.208752 0.234386 2 
0.224328 0.217924 2 

0.228412 0.213614 2 
0.224328 0.217924 2 

0.228412 0.213614 2 
0.244738 0.192996 2 

0.244863 0.192842 2 
0.244738 0.192996 2 

0.244863 0.192842 2 
0.258508 0.17207 2 

0.258508 0.17207 2 
0.265148 0.159847 2 

0.270109 0.151298 2 
0.265148 0.159847 2 

0.270109 0.151298 2 
0.279787 0.130526 2 

0.279787 0.130526 2 
0.285558 0.115103 2 

0.287826 0.109754 2 
0.285558 0.115103 2 

0.287826 0.109754 2 
0.294229 0.0889824 2 

0.294229 0.0889824 2 
0.299243 0.0682105 2 

0.299243 0.0682105 2 
0.302904 0.0474386 2 

0.302904 0.0474386 2 
0.305237 0.0266667 2 

0.305237 0.0266667 2 
0.305968 0.00757354 2 

0.306251 0.00589472 2 
0.305968 0.00757354 2 

-0.0205923 -9.04974e-06 2 
-0.0410023 -9.14755e-06 2 

-0.000182252 -9.01631e-06 2 
-0.0205923 -9.04912e-06 2 

0.0202278 -9.0485e-06 2 
-0.000182252 -9.01631e-06 2 

0.0406378 -9.14507e-06 2 
0.0202278 -9.0485e-06 2 

0.0610478 -9.31222e-06 2 
0.0406378 -9.14445e-06 2 

0.0814578 -9.56355e-06 2 
0.0610478 -9.31284e-06 2 

0.101868 -9.9127e-06 2 
0.0814578 -9.56293e-06 2 

0.122278 -1.03881e-05 2 
0.101868 -9.9127e-06 2 

0.142688 -1.10319e-05 2 
0.122278 -1.03881e-05 2 

0.163098 -1.1911e-05 2 
0.142688 -1.10319e-05 2 

0.183508 -1.31355e-05 2 
0.163098 -1.1911e-05 2 

0.203918 -1.49134e-05 2 
0.183508 -1.31361e-05 2 

0.224328 -1.76508e-05 2 
0.203918 -1.49134e-05 2 

0.244738 -2.22999e-05 2 
0.224328 -1.76502e-05 2 

0.265148 -3.17194e-05 2 
0.244738 -2.22999e-05 2 

0.285558 -6.01475e-05 2 
0.265148 -3.17194e-05 2 

0.305968 -0.0134156 2 
0.285558 -6.01481e-05 2 

0.346788 2.62102e-05 2 
0.326378 5.50147e-05 2 

0.367198 1.67078e-05 2 
0.346788 2.62096e-05 2 

0.387608 1.20141e-05 2 
0.367198 1.67078e-05 2 

0.408018 9.23952e-06 2 
0.387608 1.20141e-05 2 

0.428428 7.42447e-06 2 
0.408018 9.24014e-06 2 

0.448838 6.15541e-06 2 
0.428428 7.42447e-06 2 

0.469248 5.22559e-06 2 
0.448838 6.15479e-06 2 

0.489658 4.52235e-06 2 
0.469248 5.22559e-06 2 

0.510068 3.97635e-06 2 
0.489658 4.52173e-06 2 

0.530478 3.54425e-06 2 
0.510068 3.97635e-06 2 

0.550888 3.19758e-06 2 
