4 -1 0.101664 0.101664 70.9 -4.13134 5.27126 4.75987 2.99687 -3.46257 2.69938 -1.10529 1.46396 -1.88268 -4.13056 5.48831 4.56769 2.66826 -3.29917 -0.0772612 -0.131702 -0.08984 -1.93321 
4 -1 0.101664 0.101664 70.9 -4.13134 5.27126 4.75987 2.99687 -3.46257 2.69938 -1.10529 1.46396 -1.88268 -4.13056 5.48831 4.56769 2.66826 -3.29917 -0.0772612 -0.131702 -0.08984 -1.93321 
4 -1 0.5 0.5 48.2 -3.47394 5.49807 5.49807 -3.53554 3.53554 1.60637 -0.807753 -2.0087 2.0087 -3.43286 -0.381737 -0.381737 0.960554 2.03685 -2.03685 -1.46214 -0.108118 0.108118 
3 -1 0.490291 0.490291 48.7596 -3.48886 5.49952 5.49952 -3.52418 3.52418 1.6293 -0.804908 -2.00683 2.00683 -3.4473 -0.37546 -0.37546 0.969419 2.05469 -2.05469 -1.47483 -0.111671 0.111671 
3 -1 0.480867 0.480867 49.3212 -3.5035 5.50158 5.50158 -3.51208 3.51208 1.65239 -0.801229 -2.00497 2.00497 -3.46143 -0.36869 -0.36869 0.978366 2.07239 -2.07239 -1.48707 -0.115359 0.115359 
3 -1 0.471463 0.471463 49.8961 -3.51849 5.50424 5.50424 -3.49957 3.49957 1.67588 -0.797701 -2.00262 2.00262 -3.47576 -0.361724 -0.361724 0.988438 2.09053 -2.09053 -1.49903 -0.119164 0.119164 
4 -1 0.462364 0.462364 50.4793 -3.53303 5.50683 5.50683 -3.48707 3.48707 1.6993 -0.79428 -2.00013 2.00013 -3.48957 -0.354596 -0.354596 0.998128 2.10872 -2.10872 -1.51077 -0.122956 0.122956 
4 -1 0.453538 0.453538 51.0623 -3.54725 5.51014 5.51014 -3.47387 3.47387 1.72295 -0.790235 -1.9973 1.9973 -3.50296 -0.347013 -0.347013 1.00818 2.12646 -2.12646 -1.5222 -0.126936 0.126936 
4 -1 0.44509 0.44509 51.6331 -3.56079 5.5137 5.5137 -3.46023 3.46023 1.74667 -0.785441 -1.9942 1.9942 -3.51569 -0.338226 -0.338226 1.01808 2.14304 -2.14304 -1.53316 -0.131443 0.131443 
3 -1 0.436746 0.436746 52.2164 -3.57406 5.51807 5.51807 -3.44557 3.44557 1.77084 -0.780525 -1.99067 1.99067 -3.52836 -0.330307 -0.330307 1.02864 2.16012 -2.16012 -1.54426 -0.13542 0.13542 
4 -1 0.428582 0.428582 52.8054 -3.58737 5.52251 5.52251 -3.43117 3.43117 1.79488 -0.776055 -1.9867 1.9867 -3.54083 -0.322157 -0.322157 1.03911 2.17734 -2.17734 -1.55542 -0.139444 0.139444 
4 -1 0.420457 0.420457 53.4116 -3.60134 5.52689 5.52689 -3.41786 3.41786 1.81966 -0.773464 -1.98147 1.98147 -3.55342 -0.314039 -0.314039 1.04946 2.19512 -2.19512 -1.56699 -0.143505 0.143505 
4 -1 0.412714 0.412714 54.0135 -3.6141 5.53101 5.53101 -3.40384 3.40385 1.84396 -0.769842 -1.97654 1.97654 -3.5655 -0.304914 -0.304914 1.059 2.21263 -2.21263 -1.57825 -0.147759 0.147759 
4 -1 0.405218 0.405218 54.6186 -3.62623 5.53487 5.53487 -3.38982 3.38982 1.868 -0.76631 -1.97141 1.97141 -3.57734 -0.295458 -0.295458 1.06792 2.23019 -2.23019 -1.58946 -0.152087 0.152087 
3 -1 0.398019 0.398019 55.2234 -3.63758 5.5392 5.5392 -3.37511 3.37511 1.89216 -0.762411 -1.96603 1.96603 -3.58887 -0.285774 -0.285774 1.07661 2.24727 -2.24727 -1.6002 -0.156442 0.156442 
4 -1 0.390827 0.390827 55.8392 -3.64883 5.54273 5.54273 -3.36109 3.36109 1.91587 -0.759155 -1.96078 1.96078 -3.6005 -0.276241 -0.276241 1.08481 2.26501 -2.26501 -1.61135 -0.160721 0.160721 
4 -1 0.38383 0.38383 56.4596 -3.65981 5.54625 5.54625 -3.347 3.347 1.93917 -0.755541 -1.95575 1.95575 -3.61193 -0.266391 -0.266391 1.09271 2.28277 -2.28277 -1.62234 -0.165064 0.165064 
4 -1 0.377051 0.377051 57.0862 -3.67048 5.5501 5.5501 -3.33239 3.33239 1.96214 -0.750873 -1.9511 1.9511 -3.62304 -0.256276 -0.256276 1.10045 2.30038 -2.30038 -1.6329 -0.169546 0.169546 
3 -1 0.370454 0.370454 57.7137 -3.68159 5.55456 5.55456 -3.31785 3.31785 1.98524 -0.746537 -1.94605 1.94605 -3.63404 -0.245915 -0.245915 1.10815 2.31788 -2.31788 -1.64318 -0.174013 0.174013 
3 -1 0.364025 0.364025 58.3453 -3.69273 5.5591 5.5591 -3.30345 3.30345 2.00788 -0.742004 -1.94116 1.94116 -3.64489 -0.235292 -0.235292 1.11583 2.33535 -2.33535 -1.65319 -0.178495 0.178495 
