-1.461094956199744166e+00 -1.460896940583270132e+00 -1.460491458217159755e+00 -1.459858230510654220e+00 -1.458968227553940400e+00 -1.457785286133205460e+00 -1.456268163364832446e+00 -1.454372941830820887e+00 -1.452055687174776510e+00 -1.449275247952835688e+00 -1.445996080571713804e+00 -1.442190979680716412e+00 -1.437843596544807978e+00 -1.432950634670177248e+00 -1.427523623067609160e+00 -1.421590182640631861e+00 -1.415194719737109752e+00 -1.408398502228370930e+00 -1.401279096787589440e+00 -1.393929170450628696e+00 -1.386454684124858172e+00 -1.378972529513140310e+00 -1.371607683007264322e+00 -1.364489969600357178e+00 -1.357750545984342194e+00 -1.351518224075061392e+00 -1.345915763735513471e+00 -1.341056266114261319e+00 -1.337039796639781564e+00 -1.333950359371567362e+00 -1.331853332361820019e+00 -1.330793457375832878e+00 -1.330793457375834432e+00 -1.331853332361826681e+00 -1.333950359371580019e+00 -1.337039796639795997e+00 -1.341056266114281081e+00 -1.345915763735533233e+00 -1.351518224075083596e+00 -1.357750545984370616e+00 -1.364489969600383823e+00 -1.371607683007290301e+00 -1.378972529513170509e+00 -1.386454684124888148e+00 -1.393929170450657562e+00 -1.401279096787620082e+00 -1.408398502228396909e+00 -1.415194719737133955e+00 -1.421590182640658506e+00 -1.427523623067635583e+00 -1.432950634670197898e+00 -1.437843596544825742e+00 -1.442190979680729734e+00 -1.445996080571726905e+00 -1.449275247952848344e+00 -1.452055687174787835e+00 -1.454372941830828658e+00 -1.456268163364838442e+00 -1.457785286133211233e+00 -1.458968227553944175e+00 -1.459858230510656663e+00 -1.460491458217161309e+00 -1.460896940583271242e+00 -1.461094956199744166e+00
-1.460896940583270132e+00 -1.460659548282678077e+00 -1.460175535130439961e+00 -1.459425109103346330e+00 -1.458379977309897768e+00 -1.457004971957964079e+00 -1.455260113560911339e+00 -1.453103026436198153e+00 -1.450491606490576180e+00 -1.447386830026143434e+00 -1.443755585291985444e+00 -1.439573406042866877e+00 -1.434826988579797513e+00 -1.429516380593909064e+00 -1.423656741397609116e+00 -1.417279588418188574e+00 -1.410433463604653603e+00 -1.403183974973911230e+00 -1.395613192096841537e+00 -1.387818399009402848e+00 -1.379910232885845245e+00 -1.372010260867857045e+00 -1.364248069761586635e+00 -1.356757963007147127e+00 -1.349675375597961802e+00 -1.343133129811969528e+00 -1.337257662200217467e+00 -1.332165354925001433e+00 -1.327959102107482803e+00 -1.324725234393799633e+00 -1.322530912739187992e+00 -1.321422085895409548e+00 -1.321422085895412657e+00 -1.322530912739193321e+00 -1.324725234393809847e+00 -1.327959102107497680e+00 -1.332165354925022083e+00 -1.337257662200241448e+00 -1.343133129811995063e+00 -1.349675375597990890e+00 -1.356757963007179102e+00 -1.364248069761618831e+00 -1.372010260867889242e+00 -1.379910232885874999e+00 -1.387818399009433934e+00 -1.395613192096872845e+00 -1.403183974973941428e+00 -1.410433463604679361e+00 -1.417279588418216552e+00 -1.423656741397631986e+00 -1.429516380593931490e+00 -1.434826988579819051e+00 -1.439573406042881087e+00 -1.443755585291999211e+00 -1.447386830026155868e+00 -1.450491606490586838e+00 -1.453103026436207257e+00 -1.455260113560919111e+00 -1.457004971957968964e+00 -1.458379977309902209e+00 -1.459425109103349660e+00 -1.460175535130441293e+00 -1.460659548282678744e+00 -1.460896940583270354e+00
-1.460491458217159755e+00 -1.460175535130439961e+00 -1.459534885168877194e+00 -1.458550687020440106e+00 -1.457196118155552611e+00 -1.455437996647305443e+00 -1.453238863459347385e+00 -1.450559418604314921e+00 -1.447361209241734059e+00 -1.443609456335818608e+00 -1.439275899388800628e+00 -1.434341536306902531e+00 -1.428799137774868777e+00 -1.422655422565818562e+00 -1.415932791771842947e+00 -1.408670535610210717e+00 -1.400925445682150938e+00 -1.392771787635021852e+00 -1.384300613285020187e+00 -1.375618416487235596e+00 -1.366845162429348060e+00 -1.358111744590960290e+00 -1.349556946389440792e+00 -1.341324004619777632e+00 -1.333556888380086125e+00 -1.326396419575060159e+00 -1.319976368784074205e+00 -1.314419662927441168e+00 -1.309834838620624442e+00 -1.306312867433783831e+00 -1.303924466740688848e+00 -1.302717992910571887e+00 -1.302717992910574774e+00 -1.303924466740695953e+00 -1.306312867433795377e+00 -1.309834838620639319e+00 -1.314419662927458488e+00 -1.319976368784099519e+00 -1.326396419575085472e+00 -1.333556888380112992e+00 -1.341324004619810939e+00 -1.349556946389476098e+00 -1.358111744590995151e+00 -1.366845162429385141e+00 -1.375618416487272011e+00 -1.384300613285055714e+00 -1.392771787635056713e+00 -1.400925445682182247e+00 -1.408670535610242691e+00 -1.415932791771871369e+00 -1.422655422565844763e+00 -1.428799137774893646e+00 -1.434341536306925180e+00 -1.439275899388819058e+00 -1.443609456335835928e+00 -1.447361209241748492e+00 -1.450559418604328243e+00 -1.453238863459355157e+00 -1.455437996647313215e+00 -1.457196118155558384e+00 -1.458550687020445213e+00 -1.459534885168879637e+00 -1.460175535130440849e+00 -1.460491458217160421e+00
-1.459858230510654220e+00 -1.459425109103346108e+00 -1.458550687020440551e+00 -1.457217592738221157e+00 -1.455401199690032454e+00 -1.453071291676917065e+00 -1.450194173547768361e+00 -1.446735138090371242e+00 -1.442661184333059898e+00 -1.437943870726572815e+00 -1.432562179429412774e+00 -1.426505265468507533e+00 -1.419774967023295975e+00 -1.412387960436659151e+00 -1.404377455556604204e+00 -1.395794343245865932e+00 -1.386707726784469408e+00 -1.377204791707494547e+00 -1.367389993519222635e+00 -1.357383568767499993e+00 -1.347319401152442753e+00 -1.337342299668195844e+00 -1.327604769241917504e+00 -1.318263375007829863e+00 -1.309474818402440510e+00 -1.301391855989336710e+00 -1.294159199781409253e+00 -1.287909540475508985e+00 -1.282759832304097181e+00 -1.278807970205912969e+00 -1.276129977001574378e+00 -1.274777800708764675e+00 -1.274777800708766895e+00 -1.276129977001581040e+00 -1.278807970205926070e+00 -1.282759832304115610e+00 -1.287909540475534964e+00 -1.294159199781436786e+00 -1.301391855989369573e+00 -1.309474818402473817e+00 -1.318263375007870719e+00 -1.327604769241960581e+00 -1.337342299668233814e+00 -1.347319401152485829e+00 -1.357383568767545734e+00 -1.367389993519264380e+00 -1.377204791707532738e+00 -1.386707726784507599e+00 -1.395794343245898572e+00 -1.404377455556640841e+00 -1.412387960436688683e+00 -1.419774967023325507e+00 -1.426505265468535955e+00 -1.432562179429436977e+00 -1.437943870726594131e+00 -1.442661184333077218e+00 -1.446735138090385675e+00 -1.450194173547782794e+00 -1.453071291676926835e+00 -1.455401199690041114e+00 -1.457217592738226486e+00 -1.458550687020444991e+00 -1.459425109103349438e+00 -1.459858230510654886e+00
-1.458968227553940178e+00 -1.458379977309897768e+00 -1.457196118155552611e+00 -1.455401199690032676e+00 -1.452973505083947625e+00 -1.449886747577854296e+00 -1.446112218568731178e+00 -1.441621294974442913e+00 -1.436388197285580981e+00 -1.430392877612161717e+00 -1.423623909600155502e+00 -1.416081249650437135e+00 -1.407778741557953017e+00 -1.398746244446851694e+00 -1.389031276461786701e+00 -1.378700083654337494e+00 -1.367838064271255760e+00 -1.356549502450430600e+00 -1.344956591277386204e+00 -1.333197752270988135e+00 -1.321425285615915657e+00 -1.309802411786078924e+00 -1.298499789575257246e+00 -1.287691617000346067e+00 -1.277551439203387762e+00 -1.268247800625239563e+00 -1.259939886800856890e+00 -1.252773303773403679e+00 -1.246876140192902049e+00 -1.242355448726767841e+00 -1.239294269754756206e+00 -1.237749301949868874e+00 -1.237749301949870873e+00 -1.239294269754765976e+00 -1.242355448726782718e+00 -1.246876140192924698e+00 -1.252773303773430547e+00 -1.259939886800888198e+00 -1.268247800625274646e+00 -1.277551439203430395e+00 -1.287691617000389810e+00 -1.298499789575301211e+00 -1.309802411786125331e+00 -1.321425285615965395e+00 -1.333197752271038539e+00 -1.344956591277435942e+00 -1.356549502450480338e+00 -1.367838064271302168e+00 -1.378700083654383235e+00 -1.389031276461827558e+00 -1.398746244446891662e+00 -1.407778741557990099e+00 -1.416081249650469331e+00 -1.423623909600186588e+00 -1.430392877612187919e+00 -1.436388197285602963e+00 -1.441621294974465117e+00 -1.446112218568748276e+00 -1.449886747577866508e+00 -1.452973505083961392e+00 -1.455401199690041114e+00 -1.457196118155558162e+00 -1.458379977309902209e+00 -1.458968227553941066e+00
-1.457785286133205460e+00 -1.457004971957964079e+00 -1.455437996647305443e+00 -1.453071291676917065e+00 -1.449886747577854296e+00 -1.445862948703329875e+00 -1.440977367346107485e+00 -1.435208920881089201e+00 -1.428540778662205302e+00 -1.420963292841978198e+00 -1.412476919619914950e+00 -1.403094994995944367e+00 -1.392846232048617905e+00 -1.381776815013729731e+00 -1.369951978745839405e+00 -1.357456980044740913e+00 -1.344397389184169622e+00 -1.330898654992502372e+00 -1.317104924076108796e+00 -1.303177123217957867e+00 -1.289290342539558987e+00 -1.275630584578379523e+00 -1.262390969924038320e+00 -1.249767512462662378e+00 -1.237954595695156979e+00 -1.227140295265285230e+00 -1.217501701178505646e+00 -1.209200395838917252e+00 -1.202378240826903921e+00 -1.197153616362528483e+00 -1.193618242956041797e+00 -1.191834695363197305e+00 -1.191834695363200636e+00 -1.193618242956053566e+00 -1.197153616362545581e+00 -1.202378240826930123e+00 -1.209200395838945230e+00 -1.217501701178544060e+00 -1.227140295265328307e+00 -1.237954595695206716e+00 -1.249767512462716113e+00 -1.262390969924093831e+00 -1.275630584578434590e+00 -1.289290342539616496e+00 -1.303177123218014488e+00 -1.317104924076164751e+00 -1.330898654992555885e+00 -1.344397389184224245e+00 -1.357456980044792871e+00 -1.369951978745888477e+00 -1.381776815013779247e+00 -1.392846232048658539e+00 -1.403094994995988332e+00 -1.412476919619949145e+00 -1.420963292842011061e+00 -1.428540778662236832e+00 -1.435208920881116068e+00 -1.440977367346131466e+00 -1.445862948703346307e+00 -1.449886747577866730e+00 -1.453071291676927279e+00 -1.455437996647313215e+00 -1.457004971957968298e+00 -1.457785286133207237e+00
-1.456268163364832446e+00 -1.455260113560911117e+00 -1.453238863459347385e+00 -1.450194173547768806e+00 -1.446112218568731178e+00 -1.440977367346107929e+00 -1.434774431079602897e+00 -1.427491279035931759e+00 -1.419121702833763266e+00 -1.409668397417311647e+00 -1.399145918880372319e+00 -1.387583476888333278e+00 -1.375027422695519030e+00 -1.361543302601215588e+00 -1.347217360849003898e+00 -1.332157394963703334e+00 -1.316492889661415200e+00 -1.300374381915438304e+00 -1.283972038532128268e+00 -1.267473457599638476e+00 -1.251080735272989575e+00 -1.235006868384530110e+00 -1.219471590182691356e+00 -1.204696760037654801e+00 -1.190901447261567325e+00 -1.178296863478172085e+00 -1.167081306637657079e+00 -1.157435282416644062e+00 -1.149516965214675945e+00 -1.143458151342754192e+00 -1.139360841622850895e+00 -1.137294570036188057e+00 -1.137294570036192942e+00 -1.139360841622862219e+00 -1.143458151342774842e+00 -1.149516965214707032e+00 -1.157435282416677147e+00 -1.167081306637701266e+00 -1.178296863478223822e+00 -1.190901447261622392e+00 -1.204696760037715420e+00 -1.219471590182754639e+00 -1.235006868384597611e+00 -1.251080735273057298e+00 -1.267473457599707976e+00 -1.283972038532194437e+00 -1.300374381915506694e+00 -1.316492889661479371e+00 -1.332157394963770614e+00 -1.347217360849061629e+00 -1.361543302601272210e+00 -1.375027422695571877e+00 -1.387583476888379019e+00 -1.399145918880414285e+00 -1.409668397417351393e+00 -1.419121702833802345e+00 -1.427491279035963956e+00 -1.434774431079629764e+00 -1.440977367346132798e+00 -1.446112218568749386e+00 -1.450194173547785237e+00 -1.453238863459355157e+00 -1.455260113560917778e+00 -1.456268163364834889e+00
-1.454372941830820665e+00 -1.453103026436198153e+00 -1.450559418604314699e+00 -1.446735138090371242e+00 -1.441621294974442913e+00 -1.435208920881089201e+00 -1.427491279035931759e+00 -1.418466546650172910e+00 -1.408140744492549778e+00 -1.396530774786531426e+00 -1.383667420328033471e+00 -1.369598155323987321e+00 -1.354389622054299913e+00 -1.338129636983283799e+00 -1.320928605088345753e+00 -1.302920241413827673e+00 -1.284261523473447797e+00 -1.265131826217280375e+00 -1.245731221803803024e+00 -1.226277958222663500e+00 -1.207005162683480348e+00 -1.188156846386220877e+00 -1.169983315616329067e+00 -1.152736118937160548e+00 -1.136662680581932428e+00 -1.122000785140613521e+00 -1.108973087658070789e+00 -1.097781825900199681e+00 -1.088603907643575397e+00 -1.081586535496237067e+00 -1.076843515310998978e+00 -1.074452372298843938e+00 -1.074452372298849490e+00 -1.076843515311014521e+00 -1.081586535496260826e+00 -1.088603907643608704e+00 -1.097781825900240982e+00 -1.108973087658121859e+00 -1.122000785140671697e+00 -1.136662680581997709e+00 -1.152736118937230936e+00 -1.169983315616401454e+00 -1.188156846386298149e+00 -1.207005162683561617e+00 -1.226277958222745212e+00 -1.245731221803884514e+00 -1.265131826217360755e+00 -1.284261523473524402e+00 -1.302920241413903168e+00 -1.320928605088420360e+00 -1.338129636983354631e+00 -1.354389622054366082e+00 -1.369598155324045052e+00 -1.383667420328087427e+00 -1.396530774786582718e+00 -1.408140744492594187e+00 -1.418466546650211768e+00 -1.427491279035966398e+00 -1.435208920881119399e+00 -1.441621294974467782e+00 -1.446735138090387895e+00 -1.450559418604329132e+00 -1.453103026436205703e+00 -1.454372941830823773e+00
-1.452055687174776510e+00 -1.450491606490575958e+00 -1.447361209241734059e+00 -1.442661184333059898e+00 -1.436388197285580981e+00 -1.428540778662205302e+00 -1.419121702833763488e+00 -1.408140744492549778e+00 -1.395617680683384654e+00 -1.381585391707971677e+00 -1.366092905671220326e+00 -1.349208229066246822e+00 -1.331020809793299176e+00 -1.311643489290906128e+00 -1.291213816698667971e+00 -1.269894619611357411e+00 -1.247873752251029256e+00 -1.225362971817757440e+00 -1.202595926266964099e+00 -1.179825270575768359e+00 -1.157318962409902285e+00 -1.135355820675461702e+00 -1.114220460460010997e+00 -1.094197744142479944e+00 -1.075566909921171543e+00 -1.058595554790256577e+00 -1.043533658416788468e+00 -1.030607837004563043e+00 -1.020016011911663911e+00 -1.011922666620061140e+00 -1.006454848011688830e+00 -1.003699044415483854e+00 -1.003699044415489627e+00 -1.006454848011704817e+00 -1.011922666620090006e+00 -1.020016011911703657e+00 -1.030607837004611893e+00 -1.043533658416848198e+00 -1.058595554790323634e+00 -1.075566909921246150e+00 -1.094197744142558770e+00 -1.114220460460097817e+00 -1.135355820675551408e+00 -1.157318962409995766e+00 -1.179825270575863394e+00 -1.202595926267060022e+00 -1.225362971817852253e+00 -1.247873752251121182e+00 -1.269894619611446895e+00 -1.291213816698751682e+00 -1.311643489290988729e+00 -1.331020809793380000e+00 -1.349208229066318543e+00 -1.366092905671286495e+00 -1.381585391708034294e+00 -1.395617680683441053e+00 -1.408140744492599072e+00 -1.419121702833807896e+00 -1.428540778662242605e+00 -1.436388197285608515e+00 -1.442661184333081437e+00 -1.447361209241749824e+00 -1.450491606490585728e+00 -1.452055687174780285e+00
-1.449275247952835688e+00 -1.447386830026143212e+00 -1.443609456335818164e+00 -1.437943870726572815e+00 -1.430392877612161717e+00 -1.420963292841978198e+00 -1.409668397417311203e+00 -1.396530774786531204e+00 -1.381585391707971677e+00 -1.364882767496248928e+00 -1.346492067503910040e+00 -1.326503954345678249e+00 -1.305033034807983938e+00 -1.282219751506045613e+00 -1.258231585800458685e+00 -1.233263461664895644e+00 -1.207537268278043863e+00 -1.181300451069542401e+00 -1.154823655592230880e+00 -1.128397444613638001e+00 -1.102328144840874380e+00 -1.076932914320509083e+00 -1.052534153431602171e+00 -1.029453410249802303e+00 -1.008004953779794599e+00 -9.884892051966440718e-01 -9.711862270960259780e-01 -9.563494733784962953e-01 -9.441999976123974792e-01 -9.349213056492887697e-01 -9.286550193058955571e-01 -9.254974927497598980e-01 -9.254974927497667814e-01 -9.286550193059146530e-01 -9.349213056493199669e-01 -9.441999976124415550e-01 -9.563494733785525836e-01 -9.711862270960944787e-01 -9.884892051967213433e-01 -1.008004953779878088e+00 -1.029453410249896450e+00 -1.052534153431700092e+00 -1.076932914320613222e+00 -1.102328144840982294e+00 -1.128397444613749245e+00 -1.154823655592342790e+00 -1.181300451069652313e+00 -1.207537268278152887e+00 -1.233263461665000227e+00 -1.258231585800560826e+00 -1.282219751506143313e+00 -1.305033034808079195e+00 -1.326503954345767067e+00 -1.346492067503990642e+00 -1.364882767496317983e+00 -1.381585391708037402e+00 -1.396530774786589379e+00 -1.409668397417362051e+00 -1.420963292842020165e+00 -1.430392877612195246e+00 -1.437943870726602791e+00 -1.443609456335839480e+00 -1.447386830026155202e+00 -1.449275247952839463e+00
